categorical_feature_1,categorical_feature_2,numerical_feature_1,numerical_feature_2,target
category_5,object_category_2,0.31007310794416554,1.2566895939746787,1
category_7,object_category_12,0.3499790223419261,0.14125309072783881,1
category_10,object_category_11,-0.8340464438620366,1.3991312695151827,0
category_6,object_category_3,1.2815272315827189,0.7451290574948649,1
category_12,object_category_5,0.09755217977752592,-0.6727562915578776,0
nan,object_category_4,-0.23689133310924768,-1.4097834664085707,0
category_2,object_category_7,-1.1803430964383086,-1.576806799452157,1
nan,object_category_9,-2.317151238465526,1.0944371882026296,1
category_2,object_category_2,0.986646948968708,0.08214478822020581,0
nan,object_category_14,-0.8239861185844973,-0.5596795773407555,1
nan,object_category_6,-0.05375943413773639,0.20504960898322627,1
nan,object_category_5,-1.3675951019455714,1.5904134835601595,0
category_0,object_category_6,-0.5921222498435542,0.29748878823584535,0
category_10,object_category_13,-0.3210618687818222,0.41390754873500046,0
nan,object_category_8,-0.32192601866710474,-1.644374613436684,0
category_7,object_category_4,-0.8886677060417643,1.1397395424019645,1
category_10,object_category_0,-1.201779873826333,1.04827423402069,0
nan,object_category_13,-0.8609311146054623,0.040710867117146526,1
category_2,object_category_3,1.5981316260889609,-2.22217979788161,1
category_3,object_category_2,-0.6066148937587965,-0.2521136970459311,0
category_5,object_category_3,0.33766777205330967,-0.4853544405787377,0
nan,object_category_1,1.1867355952275942,-0.7373447424093327,0
category_9,object_category_5,0.07754740081953919,-0.04615622726932863,1
category_5,object_category_14,-0.9059161094550701,-2.9711861959114914,0
category_6,object_category_7,-1.7609897295819101,-0.8129601805362764,1
nan,object_category_7,1.4257891117567982,0.07962203874128115,1
nan,object_category_13,-1.4925804555735136,1.029238810412026,1
nan,object_category_11,-0.10990755388582633,-0.09949505268662505,1
nan,object_category_5,1.5739746201381084,0.679230597497951,1
nan,object_category_9,-0.7660857923600621,-0.5744143960800673,1
category_6,object_category_0,0.31183363881216924,-0.7204932983068434,1
nan,object_category_0,0.07120988864946777,0.1768720338004301,0
nan,object_category_3,1.0087878602006217,-0.09742553691246698,0
category_8,object_category_8,-1.6031076085370755,-0.3276525114694144,0
category_14,object_category_13,0.9987863217272509,-0.4600186338495553,0
nan,object_category_12,1.059997259384936,1.5597472010551494,0
nan,object_category_5,-1.3164780990782192,1.4604193040821165,1
category_8,object_category_5,-0.847027325911615,0.660683382099599,0
nan,object_category_0,0.9324058224722929,2.1064538620800635,0
nan,object_category_7,-0.05409778859114015,-0.6317573001840084,0
category_5,object_category_8,-0.6994131211800698,0.786455821421256,0
category_13,object_category_6,-0.48417976356908704,-0.17331394946948372,0
nan,object_category_8,0.7226423615515618,1.6662127152875688,1
nan,object_category_0,0.21804877074872378,-1.5189188510859875,0
nan,object_category_10,2.466725472117282,0.3323893256528352,0
nan,object_category_5,1.453524792641618,1.0993835715855014,0
nan,object_category_11,-0.8756915315351416,0.40096555596501826,1
nan,object_category_13,1.1881489181836284,-0.9891761623820624,0
nan,object_category_5,-1.0756223345218414,-0.19195265865132943,0
nan,object_category_14,0.37064708294317494,1.3239013433879194,1
nan,object_category_10,0.7828179641780313,1.278513843684537,1
nan,object_category_14,1.148428728015015,-0.4477442020325069,1
nan,object_category_0,0.8379513050837145,-0.12339197071924285,0
category_8,object_category_7,1.1657574366481094,2.3111726126393832,1
category_12,object_category_12,-0.4015617937133019,-1.0360517570714642,1
category_1,object_category_1,0.4029626983564401,-0.8064066108067975,1
category_2,object_category_2,-1.0795790564749579,-0.3798455802130451,1
nan,object_category_13,0.15044875184653123,0.4547751595426526,1
category_10,object_category_3,0.8468311478432925,1.5855620673592876,0
nan,object_category_6,-0.5175692824483514,-0.8831221019221159,0
nan,object_category_3,-0.15348618622740806,-0.15890481688103722,1
nan,object_category_5,0.2260219456695629,0.29814999457002817,0
category_13,object_category_6,-1.0266849869141035,0.13209856970361744,0
nan,object_category_11,-0.8176612718624588,-0.7869624524435056,1
category_4,object_category_5,1.13478999170293,-0.7345804225223144,0
category_11,object_category_5,-2.159184852691087,-1.2090276627702352,1
category_8,object_category_13,-0.5935595835513681,1.6889058930760619,0
nan,object_category_11,-1.543820046185228,-0.9832099590278266,0
category_12,object_category_1,-0.8343697883136685,0.6261513800879228,1
nan,object_category_11,0.8829068862875414,0.23347643345446237,0
nan,object_category_0,-1.2189769353037259,0.6024706211583057,1
nan,object_category_6,0.9879472225727128,-0.5970603329628243,1
nan,object_category_13,-0.5212173501784003,0.02101096823036444,0
nan,object_category_8,1.2956840978151294,1.0118947494369148,0
category_6,object_category_6,-1.8027514927986348,0.3386509180608771,0
category_12,object_category_10,0.5027572509133537,2.1021962622935884,0
category_9,object_category_7,0.9536852466711976,-0.22803377917455261,1
category_4,object_category_1,-1.7815815927075909,-0.6871549873476739,1
category_10,object_category_9,0.20926730481948733,-1.0494232192705453,1
nan,object_category_5,0.8452740773767017,-1.4312708443703985,1
category_8,object_category_1,0.919762787129211,1.050944881930586,1
nan,object_category_7,0.2909157570587538,-1.719350371512727,0
category_5,object_category_2,0.3468651098293145,-1.719582697159778,0
nan,object_category_8,0.2981698674466028,-2.399494656419085,1
category_11,object_category_10,0.4857235926905698,0.73198124554694,0
nan,object_category_12,-0.5697079188989661,0.9670928791158585,0
category_3,object_category_12,0.45735275433819483,0.20618253047674698,0
nan,object_category_6,-0.2181128881935219,0.0256041814046031,0
nan,object_category_14,0.7844843208177519,-0.5881806846024559,1
category_11,object_category_5,-1.847344639504151,-0.705727945908616,0
category_6,object_category_4,0.6339568082363045,0.6148298607259637,0
category_8,object_category_7,2.9877595596569053,0.1522758362449425,1
category_6,object_category_9,1.0952603851152882,-1.0252214509852782,1
nan,object_category_5,1.9333328716406235,-0.7859783755572635,0
nan,object_category_10,-1.648566161763305,-0.8502552564571109,1
nan,object_category_0,0.46596170448323765,-1.6210400893301622,0
nan,object_category_8,0.36062233409023314,0.5823351133695676,1
nan,object_category_11,0.2932999529056097,0.8979249148120263,1
category_10,object_category_14,-0.5478660121801514,0.05227665230146399,0
category_1,object_category_8,0.030562239383130286,0.018677188160148822,0
category_1,object_category_4,0.24304950578900042,0.5520821365408239,0
nan,object_category_5,-0.907245635393519,-0.6129973598258412,0
category_12,object_category_3,0.0582681360729699,-0.38799481224470705,1
nan,object_category_14,-0.07500553872444456,0.34522120178839216,1
category_10,object_category_8,-1.5341785082815087,-1.1012486570051496,1
category_9,object_category_0,1.406532624245333,-0.32210971008977385,1
category_13,object_category_3,0.09042587378345891,-0.44476985349890213,1
category_4,object_category_0,0.09451104818266011,0.16339354154450209,0
category_12,object_category_10,0.01746050669406249,1.1791127491184854,0
category_13,object_category_13,-1.4925117935500123,-0.49859044133516095,1
nan,object_category_14,0.6505466826888396,1.0399957651589917,0
category_0,object_category_7,-0.7854128576585367,-1.9687109812190453,0
nan,object_category_3,-0.5225602948539664,-0.16297468325633843,0
category_0,object_category_12,-0.9326731989828373,1.7204220618111148,1
category_1,object_category_3,-0.3301571559589805,-0.4169610453033034,1
nan,object_category_14,-0.9196400849913637,0.6321241964850136,1
nan,object_category_13,0.06325490176004683,-0.7670007458308999,0
nan,object_category_14,0.02889699792974083,-0.5702834104852673,0
nan,object_category_9,-0.16627454346000625,0.6470745728532138,0
category_6,object_category_1,1.1739650684477874,-1.1517204044341138,0
category_13,object_category_14,-0.0569401624924021,0.9041833642279953,1
nan,object_category_4,0.7799640211252689,0.18882623219358682,1
category_13,object_category_9,1.1997103380889884,0.4606669215788589,1
nan,object_category_7,0.22162479985008054,-0.1248475508682921,0
nan,object_category_12,-0.9244207970093128,0.23550393574719639,0
category_9,object_category_1,1.0836983486689202,0.5665366292421049,0
nan,object_category_5,-1.0230089061176182,-2.832027034554154,0
nan,object_category_12,-0.1739598726131191,-0.6713323420110185,1
category_2,object_category_3,-0.031721612594091154,1.1027177995058055,1
nan,object_category_3,-1.718592545943408,-1.5848969100508792,1
category_12,object_category_8,-1.0338449039999877,-0.9451565432584206,0
nan,object_category_14,-0.8913325027830087,0.46687641495278165,0
nan,object_category_2,0.6608557478250376,-0.8247605223325347,1
nan,object_category_1,0.2882881843950231,-1.2493747500151924,1
category_6,object_category_12,1.2624064177031122,0.6030457702242435,1
category_4,object_category_12,-1.1575971978978115,1.7141960644259,1
category_12,object_category_8,-0.3414128978889539,1.0483945248943312,1
nan,object_category_6,1.795830772860144,0.46025719858300135,1
nan,object_category_11,0.7929616181346362,0.19962727110057338,1
nan,object_category_9,-0.5438880285195123,-0.9668119600020868,1
nan,object_category_0,-0.1738275758824319,-2.9948375130118623,1
nan,object_category_11,0.0626131391054112,-0.7419405123714943,0
nan,object_category_8,-0.9776182473553465,-1.4215556933127564,1
category_10,object_category_5,0.024381026184049824,0.674295207483663,1
category_11,object_category_5,-0.6107558583758662,0.9435651052478973,1
category_5,object_category_13,0.27400006537985866,0.2185508324818781,0
category_7,object_category_6,-0.8327900993989803,-0.6816525941411752,0
nan,object_category_4,0.20271703537070523,0.1644679523314542,1
nan,object_category_14,-0.26721126781234245,0.37654637051212203,0
nan,object_category_5,0.20788896302936438,-0.14278654830700246,1
nan,object_category_3,0.7437467093006095,0.42676723758784446,1
nan,object_category_13,0.21813914826087955,1.8824263493105415,1
category_2,object_category_5,-0.9138221913198412,0.27728843885245874,1
category_5,object_category_4,-0.4788552342328328,0.11764701816359939,1
category_13,object_category_0,-1.030567888813895,0.40497436358967276,1
nan,object_category_11,-1.0638975994460387,-0.5273226303485327,1
category_11,object_category_10,0.9042682839850662,-0.6770100220507655,0
category_14,object_category_5,-0.6733414266555493,0.27769822036750613,0
category_5,object_category_0,-0.9683849319365222,-0.6960787199693632,1
nan,object_category_10,-1.1131701946307375,-0.5198875417420161,0
nan,object_category_6,-0.45715468848853247,-1.0310303818003543,1
nan,object_category_13,0.8373230154621907,0.45059552876817466,0
nan,object_category_10,0.853389837441697,0.23920426984774082,1
nan,object_category_0,-0.3772765210764949,-1.524958941743683,0
category_9,object_category_5,0.17292157108404727,-0.18090319907816194,1
category_7,object_category_0,-1.52592631722281,-0.37638391122028525,0
category_2,object_category_11,0.513128420517404,-1.2503778503192322,0
nan,object_category_14,-0.05536274443685621,-0.12071971555430062,0
nan,object_category_10,-0.5543155445852198,-0.00549248276988724,0
nan,object_category_7,-1.08739588273966,0.07904040131420423,0
nan,object_category_4,-2.1930851895963177,0.2110827371852085,0
nan,object_category_10,0.7085602722040272,1.1553016910635858,0
nan,object_category_13,-1.6573765133908407,-1.4443717707417094,0
category_2,object_category_12,0.7457256683309083,-0.26267995510187914,0
category_3,object_category_3,-1.1933303854419735,1.247712549949677,1
category_4,object_category_11,0.9791932058564687,-0.11151768951123339,1
category_7,object_category_8,-0.7656679955202086,-0.35627611357201644,1
nan,object_category_8,-0.752122282312742,-0.9692470409557079,0
nan,object_category_13,0.0502738718674769,1.5381204029455844,1
nan,object_category_2,1.1188666697116252,-0.40512137097379913,1
nan,object_category_6,-1.8664997314701557,-0.8730786898347244,1
nan,object_category_5,0.4509097875716643,-1.991133680047096,0
nan,object_category_14,-0.07624759208385447,1.4977301093700095,0
nan,object_category_6,-1.4026369742622773,0.011203987372068847,1
nan,object_category_13,0.7165243040902772,0.2501564635319873,1
category_11,object_category_11,-0.5390712607483086,-0.5585952448443434,0
nan,object_category_1,-1.621340828851275,0.5052052918114373,0
category_13,object_category_3,0.11548417629446595,-1.247087446434578,1
nan,object_category_11,0.05720923588030399,-0.410575035058803,1
category_11,object_category_7,0.742409122356322,-0.7693230918792923,0
category_8,object_category_4,-0.7542660968500564,0.8517759831192688,0
category_11,object_category_14,-0.11520291163400034,-2.582818938838753,1
nan,object_category_14,0.7693568199949442,1.1693257142010134,1
category_0,object_category_6,-1.2409022308426232,-0.18202320287681623,0
category_14,object_category_1,0.13479322935283422,1.3249918422971378,1
category_12,object_category_10,0.2445192757250459,-0.4455406489194752,1
category_0,object_category_9,1.0707882184074373,-0.4204577159477618,0
category_11,object_category_6,0.08106659850037667,-0.32525907139593613,1
category_11,object_category_13,-0.11675487159752193,1.4390176259394278,0
nan,object_category_11,-0.39477927241783783,0.669735776222089,0
nan,object_category_8,0.20646717387927457,-1.9782111667221398,0
nan,object_category_3,0.3276745048399428,0.0007592592431269572,0
category_2,object_category_12,1.5709028437519332,-0.9232618409345523,1
nan,object_category_1,-2.152797161767532,0.610479154992336,0
nan,object_category_13,-2.1129440626700333,-0.6549845153212365,0
nan,object_category_10,0.002055661465007218,0.6302965383072874,0
category_10,object_category_7,-0.6859946444953093,1.0735418036797997,0
nan,object_category_9,-1.9709268105598756,-0.12988698585096564,0
nan,object_category_5,2.455128276451332,0.42357485394416033,1
nan,object_category_3,1.6020521771429725,0.6257891614456146,0
nan,object_category_12,-1.0385763014376006,-0.1098383702427457,1
category_3,object_category_10,-0.5390952638644276,1.564628044998065,1
category_4,object_category_9,-0.24967965941090542,0.4234228069977561,0
nan,object_category_0,-0.5922997111273691,1.3594595306367945,0
category_10,object_category_9,0.2512101309467773,2.2534224688019378,0
category_12,object_category_0,0.4235094236845811,0.5982543139802038,1
category_1,object_category_14,-0.02078284210803654,-0.2988195727089498,1
nan,object_category_7,-1.3980068723182095,0.14248838467368757,1
category_4,object_category_11,-0.40175418980264016,0.01660242065426994,1
nan,object_category_10,-1.3683816209139619,0.5717794411979098,1
category_7,object_category_0,0.5525344446610518,0.7139951171218962,0
category_5,object_category_1,-1.550677847509623,-1.2214520192437335,1
nan,object_category_5,-1.3301515267670365,-0.2530075086458244,1
category_1,object_category_13,-1.6151746678540584,-0.716738886485083,1
category_3,object_category_10,-0.7820687732977516,-1.531328672383396,1
category_6,object_category_5,0.49408764142819867,0.5129213510406914,1
nan,object_category_3,0.7157879528999127,-0.07207771846464753,1
category_9,object_category_3,0.20386770779881214,0.1889843474972443,1
category_4,object_category_13,0.2143256424901462,0.1928847818777668,0
category_1,object_category_3,-0.21911974511272012,0.2844124662636114,0
nan,object_category_7,-0.5003485099968429,0.6977948840457573,0
category_8,object_category_0,-2.038263235001864,1.7859599644124626,1
category_0,object_category_9,0.1702108394587011,-1.2452844062078243,1
category_8,object_category_6,-1.2472332060512163,1.547976757298981,1
category_6,object_category_10,-1.1699240167510405,1.2282627198484208,0
nan,object_category_5,-0.6521721687694639,1.4090517017763278,1
nan,object_category_12,-0.5669208569209334,0.03575211106111888,1
category_11,object_category_11,1.413323350405072,-0.1017954288487413,0
nan,object_category_11,-0.31470651010463657,0.6473878531083742,0
category_7,object_category_4,-1.5007025127402283,0.252493900967388,1
category_13,object_category_10,0.7830380631699677,0.037138267764859414,1
nan,object_category_7,0.08818815640503655,-0.8340522591482961,1
nan,object_category_12,-0.04281330192798258,-0.3765061061960093,0
nan,object_category_9,0.3396450937816229,0.38161275355637275,1
category_4,object_category_6,-0.4907197915333831,0.3402594556846367,0
nan,object_category_6,1.2220616057375837,-1.7852080655149423,1
category_0,object_category_13,-1.0732631030949857,-2.2295546332963965,1
category_6,object_category_6,-0.7400075497932612,-1.5424960450851595,1
nan,object_category_11,2.2558552785989106,-0.4546689234417334,0
category_1,object_category_12,0.5799475874019189,0.26458628216655955,0
category_4,object_category_12,-1.3435895882878308,-1.5844859115068544,1
category_14,object_category_11,0.017955872146884506,-0.867956663807002,1
category_14,object_category_2,-0.6886395353982562,-0.5972656958640304,1
nan,object_category_13,-0.7247850777555318,-0.7495522316566248,0
nan,object_category_9,0.057166609899200624,-0.36643635491672605,0
nan,object_category_8,-0.20567091287297665,-0.30683692408224184,0
category_0,object_category_10,-0.12230196556648279,0.7401030824556276,0
nan,object_category_3,0.42326190175457146,1.084704639170635,0
nan,object_category_7,-0.6904757307425421,-0.20942105620036347,0
category_1,object_category_10,-1.2536980435913987,0.6515362128713345,1
nan,object_category_7,1.5896331867590792,0.5340216921842554,0
nan,object_category_5,-0.12873707734504694,-0.779848279739022,0
category_0,object_category_4,-0.9364895306764333,0.25480651443583624,0
category_11,object_category_5,-1.183683147832482,0.29030845396121885,0
nan,object_category_3,0.8706571504420473,-0.7960475406149753,1
category_5,object_category_9,0.6509848029825194,-2.185954522684132,1
nan,object_category_7,0.3392638296327666,-0.9027546650000046,1
category_11,object_category_14,-0.4544518225195105,-0.20201740461125933,0
nan,object_category_11,-1.2422224496937992,-0.07365208039669763,0
nan,object_category_9,0.5547692622343128,0.5039290087714708,0
category_13,object_category_13,-0.6983205505778037,0.2953524213531084,1
nan,object_category_11,0.9936681936305093,1.4302387516200659,1
nan,object_category_2,0.6301462673240805,-0.3357384838681317,0
category_14,object_category_1,0.8632523028967702,0.6773047233880763,0
category_8,object_category_2,1.6635753046126842,-1.3692587100207914,1
nan,object_category_1,-0.7390656814851777,-0.7692439252421531,0
category_12,object_category_10,-0.890962218169048,0.3156419942888006,0
nan,object_category_13,-0.9344780262034723,0.5873890545034071,1
nan,object_category_0,-1.3538924037592222,0.3095021348818929,0
nan,object_category_5,-0.6666989752376903,0.025272054285601135,0
category_14,object_category_2,-0.49686176112524605,-2.411975763220777,1
nan,object_category_13,-0.8844960442129477,-0.16760062804881212,1
category_6,object_category_12,-1.9595989781514298,-1.8932845340815108,0
nan,object_category_12,0.4748396261881823,-0.6065294093457365,0
category_9,object_category_3,0.09929337638716233,-0.7924171890260361,1
category_9,object_category_2,-0.732838688580297,-0.40145198832773343,1
nan,object_category_13,-1.9329262043986608,1.0530496644039116,0
nan,object_category_2,0.0020990686288319352,-0.6441642699056984,0
category_9,object_category_11,1.7869754617503217,0.8821819957199023,1
category_1,object_category_7,0.6211245102880204,-0.04438265188210316,1
nan,object_category_11,-0.06201055417251198,-0.35305619126529114,1
nan,object_category_12,-0.7001286834313497,2.0091685651344524,1
category_0,object_category_4,0.08064712216838586,-0.5359434063925711,0
nan,object_category_8,0.44030253123389035,0.498301339420966,0
category_0,object_category_9,0.09254548644238524,0.3327575238937264,0
category_4,object_category_5,-0.0866602566309751,-0.8461522289215019,1
category_4,object_category_10,-1.0312287469265455,-0.7240077824619676,1
nan,object_category_9,-0.7246441368832293,-1.540293086386753,1
category_4,object_category_6,0.05097895921208909,-1.4016130746861764,1
nan,object_category_1,0.12765158956223238,-0.6312217889973138,0
category_7,object_category_10,-1.6487642531245097,0.4046028861255669,1
category_0,object_category_10,-0.08150341182714625,0.14608525497054234,1
category_14,object_category_3,-0.04514116108053379,1.0479142921381612,0
nan,object_category_9,1.0034600179203537,-1.7691264037001293,0
category_10,object_category_0,-0.3548564447162907,0.09964637898722835,1
category_5,object_category_14,0.10103873883328669,-0.395879487768041,0
category_11,object_category_0,-0.007127492056199225,0.6672205737714924,0
category_4,object_category_4,0.043990362103827944,0.18217008578744143,1
category_14,object_category_9,0.5280474039267736,-0.8672833864888881,1
category_9,object_category_6,-1.7214655666655372,0.5639186049650797,1
nan,object_category_7,0.9601357039554964,-0.1427398457611122,1
category_0,object_category_8,2.4737397813263255,0.5743102410429032,1
nan,object_category_7,0.06458933791222299,-0.18218928440611623,0
nan,object_category_14,-0.32035603888510583,0.4117689463619532,0
category_3,object_category_6,-0.309806547482636,-0.643126784820312,0
nan,object_category_2,0.21881934833322325,-1.152982704944379,0
category_4,object_category_14,2.1254977876847594,-0.08752112940395214,0
nan,object_category_12,-0.8597562881484477,-1.7582272881997685,0
nan,object_category_3,2.109492095493392,0.2416110520766557,1
nan,object_category_7,-1.3826754723168344,1.1289926944730684,1
category_3,object_category_13,1.5334410590664502,0.11645334289202518,0
nan,object_category_2,0.7189250093657767,1.8209761135603302,0
category_3,object_category_11,0.5649714985138123,-1.020741364476177,1
category_11,object_category_2,-0.7655957791298867,-2.8740036893189553,0
nan,object_category_2,-0.06739192640741132,0.05224303997317361,0
category_10,object_category_6,3.5417372312785704,-0.09098302167040526,0
nan,object_category_13,-0.3940943894698356,-1.6545768400432237,1
category_3,object_category_14,-1.0028769998460327,0.5512871867548644,0
category_11,object_category_3,-0.37293932636274435,-0.2533983627017875,0
category_3,object_category_9,0.9836436167742758,-1.5340874282900296,1
nan,object_category_14,0.21957046511591605,2.4861204788208964,1
category_10,object_category_6,-2.1887290813153886,2.1639115871902748,0
nan,object_category_13,1.1578480141945524,-0.9099637223412497,1
category_8,object_category_12,0.5377042683300272,-0.39581613070079613,1
category_0,object_category_14,0.7445936687770528,-0.373681356232407,1
nan,object_category_8,-0.2862838019789788,-0.6561781452101317,0
category_3,object_category_4,1.2911224684982654,0.9538582285502052,1
nan,object_category_7,0.5019882663346177,0.2410822754956537,1
category_7,object_category_7,-1.0190502873827678,0.20906238838979285,1
category_0,object_category_9,0.17649723921817817,-0.47484673338243316,1
nan,object_category_8,1.6455182886377067,1.2463710642209713,1
category_2,object_category_2,-1.9442707309519247,0.32510363292223793,0
category_5,object_category_3,0.21102008316900644,-0.10439735542929288,0
nan,object_category_6,-1.3179644888978246,1.4192442324629033,0
category_14,object_category_2,-1.507238407025742,0.3357033294254828,0
nan,object_category_4,-1.8905522822492187,-0.4249863575860683,0
nan,object_category_7,-0.5191350880893647,-1.0951926153001559,1
category_2,object_category_1,-0.3834212272466519,-0.8768172256132909,0
nan,object_category_0,-0.3019444984972719,-0.7860447643226143,0
category_0,object_category_12,0.27675108477444277,0.42000472139296713,0
nan,object_category_10,0.08388272983386304,0.05813414350583352,0
nan,object_category_0,1.4832195536229729,0.6796637606421747,1
nan,object_category_14,0.20188301536345254,-0.7854914364926726,0
nan,object_category_6,0.5003641749764062,0.6227243159385114,0
nan,object_category_3,2.701472898832474,-0.2207129114095006,1
nan,object_category_13,2.021830978674848,-0.7466219246107185,1
category_3,object_category_13,-0.72821055964912,0.7476445458824703,0
nan,object_category_8,0.5081435167514818,-0.057864058438287236,0
nan,object_category_12,0.9668901524609027,0.12474722364685771,0
category_1,object_category_4,-1.2683156112815748,-0.3318699221101666,0
category_12,object_category_7,-0.9840354609131915,1.3885336022661283,1
category_6,object_category_3,-1.880294218198527,0.22015904052630333,1
category_14,object_category_5,-0.24253550885660177,0.36848668630027875,0
category_4,object_category_1,-0.5581897507297003,-1.4042921726391628,1
category_0,object_category_13,-1.3701775707481132,0.1425430156525339,0
nan,object_category_11,-1.2359506889633414,1.318292818755855,0
nan,object_category_4,-0.939058091597871,0.17985077985532655,0
nan,object_category_1,0.7747833527147793,0.3439281058176562,1
nan,object_category_3,0.27801458461460216,0.6581333463918683,0
nan,object_category_4,-1.898480725962818,-1.4128381252511397,1
nan,object_category_11,-0.22545143768369053,2.143761356863177,0
category_3,object_category_2,0.1257126800579835,0.8729048378654841,0
category_8,object_category_1,-1.1148079905233759,0.3074490568356849,1
nan,object_category_7,-0.012626750393147783,0.31945919602339984,0
category_11,object_category_11,-0.4313811366926806,-0.6527288913213849,0
nan,object_category_4,-0.8915334128709855,0.8882645151294393,0
category_6,object_category_2,0.4572666317679496,-0.13261313662146418,1
nan,object_category_7,1.318845620342314,-0.11225219377552288,0
category_3,object_category_0,1.627581439562733,0.16129835798680012,1
category_5,object_category_8,0.124951417495234,-0.7894326857031977,1
category_11,object_category_0,1.3049477760425365,0.4178006514047966,1
category_7,object_category_13,2.069958789249453,-0.2470391833403019,0
category_2,object_category_14,-0.2899503910381039,-1.7979740897129193,1
nan,object_category_13,1.310763583335432,-1.304753229919135,1
category_2,object_category_6,-0.7150665214592513,0.35586186858474594,1
category_4,object_category_11,-0.4077359510152846,0.20075271807358677,0
nan,object_category_11,0.312232521081989,0.9668526510999342,0
category_10,object_category_5,-0.049273282633793186,0.07582465079165757,1
nan,object_category_2,-0.21501992639405815,-0.6523587540490117,1
nan,object_category_14,-0.7214691353443955,1.0055588311616184,0
nan,object_category_3,-1.3359422673414152,-0.35528294770630914,0
nan,object_category_11,0.23323222486491121,-1.0511015950118785,1
category_3,object_category_13,-0.23162130173823353,-1.1127077444034967,0
nan,object_category_6,-0.5407007205081055,-0.8260172696176892,0
category_3,object_category_10,-0.38002011793973134,-1.359229689232927,1
nan,object_category_8,-0.839651025473021,-0.27185519409195374,1
category_12,object_category_6,-1.615817325194216,0.10712844392855225,1
nan,object_category_3,1.2184842265662932,0.8215742276024285,0
category_4,object_category_1,-0.9251597307584779,-1.1714560335177853,0
category_13,object_category_13,-1.229707627442266,1.759044403063725,0
category_0,object_category_7,0.12464758157272404,-1.7068635169626487,0
nan,object_category_7,-0.5194863805196788,1.2682672388708056,1
nan,object_category_5,-0.5381307782644346,-0.6716350925459139,1
nan,object_category_3,0.8788070035844394,0.8329487869815047,1
category_10,object_category_13,-0.4947438435253684,0.7690343333729489,0
category_10,object_category_0,-1.7420889623888958,-0.6418074084819185,1
category_7,object_category_0,-2.7086548293682733,0.821162605774224,0
nan,object_category_12,-0.9516236486631382,0.5794038411226199,1
nan,object_category_2,-2.11609984563639,0.3472893147459548,1
category_13,object_category_12,0.26946924241593306,0.7759491764532636,0
category_9,object_category_10,0.9130072643082565,1.170036840808591,1
nan,object_category_12,2.2829575481997146,0.22234177902154587,1
category_13,object_category_4,-1.1035566758783308,0.6006976965566284,1
nan,object_category_2,-0.24366750820933336,1.3552364895021516,0
category_5,object_category_12,-2.218371355057833,-0.18424195449719605,1
nan,object_category_12,-0.6233962049820387,0.4279348945660946,1
nan,object_category_3,0.2735088040604589,0.7528238758953848,1
nan,object_category_7,1.7268144079175956,-1.8246842165616164,0
category_14,object_category_1,1.0243021995708492,0.6505937503367186,1
category_1,object_category_9,0.544428669670945,0.010731868547008501,1
nan,object_category_4,-0.6001566473232586,0.077091151094765,0
nan,object_category_4,0.7563613420902541,-1.2015839189826527,0
nan,object_category_14,0.5915186797905243,-0.6440398570682611,1
nan,object_category_7,-1.072876996007179,-0.27149420049006767,0
nan,object_category_12,-0.8621851440892707,-1.190862201116038,0
nan,object_category_2,-1.2660239181805997,-0.9507219122255285,0
category_5,object_category_14,-0.44809730671762943,0.3559478139779105,0
nan,object_category_0,0.4605317677355113,-0.3675962186422421,1
nan,object_category_11,1.7497699732825254,0.019435390690069203,0
nan,object_category_9,0.26594115922442835,0.22805422609927403,1
nan,object_category_9,0.1552110978045562,-0.6361191788395223,1
nan,object_category_2,-0.12588207224169964,0.020720979773649128,1
category_5,object_category_5,-1.2038107609611581,-0.3147443244723321,0
category_10,object_category_7,0.22747701724623087,3.8009857777419214,0
nan,object_category_7,-0.07608930557002408,0.045699192043514164,1
category_4,object_category_6,2.991843693483658,-1.4646547650232515,1
category_0,object_category_1,-1.2464993971578888,-1.3851606888131174,1
nan,object_category_11,0.35997630089682225,0.47493024589180755,0
nan,object_category_12,0.14540467781919109,-0.4965311072740789,0
category_10,object_category_2,-0.5405422315491458,-0.4240898619546594,0
nan,object_category_5,-0.6299491296407443,-0.6677986521407349,0
category_0,object_category_12,0.03909624306396643,-0.5312009156242035,0
category_6,object_category_7,1.117740877333775,0.8642666524851037,0
category_9,object_category_10,-0.048147342533036805,1.6587423644551074,0
nan,object_category_11,-1.138503751093528,0.1415467327369747,1
category_2,object_category_1,0.9761603698563761,0.07818318084137915,0
category_13,object_category_14,0.456808415540426,-0.1273248246480261,1
nan,object_category_8,1.6563454960881772,1.2161111452296887,0
category_8,object_category_3,1.9315484550879305,-0.20204348153166976,1
nan,object_category_12,-0.0698627408780572,-0.48293831222925193,1
nan,object_category_2,-0.7512947330699661,-0.1742906665842707,1
nan,object_category_0,-0.19578480415374871,1.3112923781997605,0
category_13,object_category_1,0.2233785702412491,1.2962363951221347,0
nan,object_category_3,2.6243261120495345,-1.0400387051355677,1
category_0,object_category_10,-2.0309258495850973,0.34937358194516477,0
category_5,object_category_8,-0.7586708518679137,0.8976674947114802,1
category_12,object_category_4,-1.6635211639886351,1.9567018890877947,1
category_12,object_category_7,-0.7285456341911062,0.34871626137106543,1
nan,object_category_8,-0.32466709001311833,-0.15762590121136358,1
category_0,object_category_13,0.6791108664078878,-0.502639978175675,1
nan,object_category_7,0.174251620153458,-0.11668266364983898,1
